label,mode,backend,oci_runtime,timestamp,process_pss_kb,control_plane_pss_kb,overhead_pss_kb_total,controller_pss_kb,ingress_pss_kb,runtime_pss_kb,k3s_control_plane_pss_kb,app_mem_bytes,system_mem_bytes,host_system_cgroups_bytes,mem_available_before_bytes,mem_available_after_bytes,mem_available_delta_bytes
r20260413+podman+crun+priv+cg2-rollout-2-during,k1s,podman,crun,20260413-181707,305299,305299,305299,73184,0,232115,0,15097856,0,3644379136,29488705536,29556359168,67653632
r20260413+podman+crun+priv+cg2-rollout-2-post,k1s,podman,crun,20260413-181725,305582,305582,305582,73212,0,232370,0,30203904,0,3645296640,29535653888,29553315840,17661952
r20260413-fullretest+podman+crun+rootless+cg2-idle,k1s,podman,crun,20260413-182629,83704,83704,83704,79522,0,4182,0,0,0,4150595584,29544394752,29599215616,54820864
r20260413-fullretest+podman+crun+rootless+cg2-pods-1,k1s,podman,crun,20260413-182703,102186,102186,102186,80140,0,22046,0,18132992,0,4150603776,29469585408,29515214848,45629440
r20260413-fullretest+podman+crun+rootless+cg2-pods-5,k1s,podman,crun,20260413-182737,167579,167579,167579,80316,0,87263,0,93323264,0,4150861824,29231718400,29385703424,153985024
r20260413-fullretest+podman+crun+rootless+cg2-pods-10,k1s,podman,crun,20260413-182818,248317,248317,248317,80682,0,167635,0,190967808,0,4150853632,29149270016,29197832192,48562176
r20260413-fullretest+podman+crun+rootless+cg2-rollout-2-during,k1s,podman,crun,20260413-182916,101579,101579,101579,80690,0,20889,0,30187520,0,4150603776,29374328832,29513220096,138891264
r20260413-fullretest+podman+crun+rootless+cg2-rollout-2-post,k1s,podman,crun,20260413-182948,119044,119044,119044,80692,0,38352,0,30187520,0,4150579200,29451939840,29472948224,21008384
r20260413-fullretest+podman+crun+rootless+cg2-rollout-5-during,k1s,podman,crun,20260413-183049,215636,215636,215636,80690,0,134946,0,166825984,0,4150853632,29134544896,29237825536,103280640
r20260413-fullretest+podman+crun+rootless+cg2-rollout-5-post,k1s,podman,crun,20260413-183141,167899,167899,167899,80700,0,87199,0,75476992,0,4150595584,29375971328,29388013568,12042240
r20260413-fullretest+podman+crun+priv+cg2-idle,k1s,podman,crun,20260413-183238,257192,257192,257192,71995,0,185197,0,0,0,4150591488,29536952320,29564383232,27430912
r20260413-fullretest+podman+crun+priv+cg2-pods-1,k1s,podman,crun,20260413-183320,315313,315313,315313,72704,0,242609,0,18956288,0,4150865920,29504163840,29544542208,40378368
r20260413-fullretest+podman+crun+priv+cg2-pods-5,k1s,podman,crun,20260413-183414,316448,316448,316448,72932,0,243516,0,92012544,0,4151369728,29424435200,29450588160,26152960
r20260413-fullretest+podman+crun+priv+cg2-pods-10,k1s,podman,crun,20260413-183536,317657,317657,317657,73176,0,244481,0,184770560,0,4151123968,29376843776,29355339776,21504000
r20260413-fullretest+podman+crun+priv+cg2-rollout-2-during,k1s,podman,crun,20260413-183643,306573,306573,306573,73176,0,233397,0,30195712,0,4150591488,29453643776,29499711488,46067712
r20260413-fullretest+podman+crun+priv+cg2-rollout-2-post,k1s,podman,crun,20260413-183721,308292,308292,308292,73176,0,235116,0,30195712,0,4150865920,29496594432,29526851584,30257152
r20260413-fullretest+podman+crun+priv+cg2-rollout-5-during,k1s,podman,crun,20260413-183924,307378,307378,307378,73176,0,234202,0,30187520,0,4150591488,29462081536,29529702400,67620864
r20260413-fullretest+podman+crun+priv+cg2-rollout-5-post,k1s,podman,crun,20260413-184011,309392,309392,309392,73180,0,236212,0,75476992,0,4150865920,29462900736,29486649344,23748608
r20260413-fullretest+docker+crun+k1nd-idle,k1s,docker,runc,20260413-184110,141813,141813,141813,92392,47248,2173,0,0,92819456,4150595584,29483372544,29498032128,14659584
r20260413-fullretest+docker+crun+k1nd-pods-1,k1s,docker,runc,20260413-184143,142023,142023,142023,92602,47248,2173,0,19234816,92909568,4151369728,29438640128,29505024000,66383872
r20260413-fullretest+docker+crun+k1nd-pods-5,k1s,docker,runc,20260413-184218,142020,142020,142020,92588,47248,2184,0,94765056,93011968,4151107584,29374676992,29391790080,17113088
r20260413-k1ndretest+docker+crun+k1nd-idle,k1s,docker,runc,20260413-185111,141525,141525,141525,92362,47928,1235,0,0,93327360,4150857728,29442105344,29512032256,69926912
r20260413-k1ndretest+docker+crun+k1nd-pods-1,k1s,docker,runc,20260413-185144,141863,141863,141863,92700,47928,1235,0,19103744,93392896,4150865920,29415763968,29504004096,88240128
r20260413-k1ndretest+docker+crun+k1nd-pods-5,k1s,docker,runc,20260413-185218,141871,141871,141871,92708,47928,1235,0,93757440,93515776,4150865920,29343989760,29385859072,41869312
r20260413-k1ndretest+docker+crun+k1nd-pods-10,k1s,docker,runc,20260413-185254,141875,141875,141875,92712,47928,1235,0,187781120,93630464,4150853632,29074173952,29253648384,179474432
r20260413-k1ndretest+docker+crun+k1nd-rollout-2-during,k1s,docker,runc,20260413-185335,135824,135824,135824,89903,44664,1257,0,30449664,90288128,4151365632,29309825024,29478469632,168644608
r20260413-k1ndretest+docker+crun+k1nd-rollout-2-post,k1s,docker,runc,20260413-185407,135842,135842,135842,89921,44664,1257,0,30445568,90263552,4150853632,29454163968,29463760896,9596928
r20260413-k1ndretest+docker+crun+k1nd-rollout-5-during,k1s,docker,runc,20260413-185506,134880,134880,134880,88979,44644,1257,0,76075008,90324992,4151369728,29194735616,29409292288,214556672
r20260413-k1ndretest+docker+crun+k1nd-rollout-5-post,k1s,docker,runc,20260413-185538,134875,134875,134875,88974,44644,1257,0,76079104,90324992,4150853632,29310541824,29395054592,84512768
r20260413-fullretest2+podman+crun+rootless+cg2-idle,k1s,podman,crun,20260413-185950,83740,83740,83740,79603,0,4137,0,0,0,4150603776,29599137792,29658640384,59502592
r20260413-fullretest2+podman+crun+rootless+cg2-pods-1,k1s,podman,crun,20260413-190024,102168,102168,102168,80180,0,21988,0,19177472,0,4150587392,29574836224,29539848192,34988032
r20260413-fullretest2+podman+crun+rootless+cg2-pods-5,k1s,podman,crun,20260413-190059,167545,167545,167545,80368,0,87177,0,94392320,0,4150865920,29227921408,29399642112,171720704
r20260413-fullretest2+podman+crun+rootless+cg2-pods-10,k1s,podman,crun,20260413-190135,84809,84809,84809,80776,0,4033,0,179785728,0,4150599680,28901138432,29238931456,337793024
r20260413-fullretest2+podman+crun+rootless+cg2-rollout-2-during,k1s,podman,crun,20260413-190230,84956,84956,84956,80780,0,4176,0,30195712,0,4150583296,29395681280,29556744192,161062912
r20260413-fullretest2+podman+crun+rootless+cg2-rollout-2-post,k1s,podman,crun,20260413-190302,119128,119128,119128,80780,0,38348,0,30195712,0,4150865920,29535965184,29555843072,19877888
r20260413-fullretest2+podman+crun+rootless+cg2-rollout-5-during,k1s,podman,crun,20260413-190415,167928,167928,167928,80784,0,87144,0,75489280,0,4150591488,29202182144,29445615616,243433472
r20260413-fullretest2+podman+crun+rootless+cg2-rollout-5-post,k1s,podman,crun,20260413-190447,168000,168000,168000,80785,0,87215,0,75489280,0,4150603776,29418803200,29430755328,11952128
r20260413-fullretest2+podman+crun+priv+cg2-idle,k1s,podman,crun,20260413-190543,254956,254956,254956,72068,0,182888,0,0,0,4150587392,29583372288,29619073024,35700736
r20260413-fullretest2+podman+crun+priv+cg2-pods-1,k1s,podman,crun,20260413-190625,313153,313153,313153,72661,0,240492,0,19292160,0,4150857728,29565448192,29567094784,1646592
r20260413-fullretest2+podman+crun+priv+cg2-pods-5,k1s,podman,crun,20260413-190719,314967,314967,314967,72940,0,242027,0,92082176,0,4150587392,29471612928,29508063232,36450304
r20260413-fullretest2+podman+crun+priv+cg2-pods-10,k1s,podman,crun,20260413-190842,317208,317208,317208,73248,0,243960,0,184938496,0,4150861824,29404004352,29373411328,30593024
r20260413-fullretest2+podman+crun+priv+cg2-rollout-2-during,k1s,podman,crun,20260413-190951,306495,306495,306495,73248,0,233247,0,30195712,0,4150595584,29545512960,29558538240,13025280
r20260413-fullretest2+podman+crun+priv+cg2-rollout-2-post,k1s,podman,crun,20260413-191028,309588,309588,309588,73248,0,236340,0,30195712,0,4151103488,29514735616,29553209344,38473728
r20260413-fullretest2+podman+crun+priv+cg2-rollout-5-during,k1s,podman,crun,20260413-191234,308984,308984,308984,73252,0,235732,0,30195712,0,4151369728,29473939456,29558185984,84246528
r20260413-fullretest2+podman+crun+priv+cg2-rollout-5-post,k1s,podman,crun,20260413-191322,311227,311227,311227,73256,0,237971,0,75505664,0,4151103488,29472960512,29525270528,52310016
r20260413-fullretest2+docker+crun+k1nd-idle,k1s,docker,runc,20260413-191419,142465,142465,142465,92310,47988,2167,0,0,93298688,4150861824,29539659776,29544660992,5001216
r20260413-fullretest2+docker+crun+k1nd-pods-1,k1s,docker,runc,20260413-191452,142650,142650,142650,92500,47988,2162,0,18808832,93364224,4150603776,29458993152,29545803776,86810624
r20260413-fullretest2+docker+crun+k1nd-pods-5,k1s,docker,runc,20260413-191526,142679,142679,142679,92528,47988,2163,0,93446144,93483008,4150865920,29332107264,29436366848,104259584
r20260413-fullretest2+docker+crun+k1nd-pods-10,k1s,docker,runc,20260413-191603,142663,142663,142663,92500,47996,2167,0,191885312,93601792,4150861824,29201510400,29298307072,96796672
r20260413-fullretest2+docker+crun+k1nd-rollout-2-during,k1s,docker,runc,20260413-191644,137200,137200,137200,89783,45196,2221,0,30449664,90742784,4151369728,29421924352,29522366464,100442112
r20260413-fullretest2+docker+crun+k1nd-rollout-2-post,k1s,docker,runc,20260413-191716,137217,137217,137217,89800,45196,2221,0,30445568,90738688,4150857728,29445197824,29512613888,67416064
r20260413-fullretest2+docker+crun+k1nd-rollout-5-during,k1s,docker,runc,20260413-191816,136229,136229,136229,88807,45196,2226,0,76091392,90787840,4150853632,29223362560,29440753664,217391104
r20260413-fullretest2+docker+crun+k1nd-rollout-5-post,k1s,docker,runc,20260413-191848,136207,136207,136207,88785,45196,2226,0,76099584,90787840,4150591488,29419790336,29432995840,13205504
r20260413-fullretest3+podman+crun+rootless+cg2-idle,k1s,podman,crun,20260413-192711,83747,83747,83747,79566,0,4181,0,0,0,4150603776,29489147904,29532102656,42954752
r20260413-fullretest3+podman+crun+rootless+cg2-pods-1,k1s,podman,crun,20260413-192744,101789,101789,101789,80198,0,21591,0,19050496,0,4151107584,29378461696,29418991616,40529920
r20260413-fullretest3+podman+crun+rootless+cg2-pods-5,k1s,podman,crun,20260413-192820,167571,167571,167571,80383,0,87188,0,94031872,0,4150591488,29220286464,29351100416,130813952
r20260413-fullretest3+podman+crun+rootless+cg2-pods-10,k1s,podman,crun,20260413-192900,248471,248471,248471,80806,0,167665,0,191033344,0,4150870016,29112127488,29121478656,9351168
r20260413-fullretest3+podman+crun+rootless+cg2-rollout-2-during,k1s,podman,crun,20260413-192956,118889,118889,118889,80810,0,38079,0,30203904,0,4150853632,29248466944,29424156672,175689728
r20260413-fullretest3+podman+crun+rootless+cg2-rollout-2-post,k1s,podman,crun,20260413-193028,119351,119351,119351,80811,0,38540,0,30203904,0,4150865920,29448060928,29418323968,29736960
r20260413-fullretest3+podman+crun+rootless+cg2-rollout-5-during,k1s,podman,crun,20260413-193139,134848,134848,134848,80811,0,54037,0,75468800,0,4150849536,29124825088,29342277632,217452544
r20260413-fullretest3+podman+crun+rootless+cg2-rollout-5-post,k1s,podman,crun,20260413-193212,167640,167640,167640,80810,0,86830,0,75468800,0,4150853632,29274718208,29347004416,72286208
r20260413-fullretest3+podman+crun+priv+cg2-idle,k1s,podman,crun,20260413-193308,259148,259148,259148,71976,0,187172,0,0,0,4150857728,29487927296,29529387008,41459712
r20260413-fullretest3+podman+crun+priv+cg2-pods-1,k1s,podman,crun,20260413-193349,317108,317108,317108,72631,0,244477,0,19058688,0,4150591488,29433372672,29466296320,32923648
r20260413-fullretest3+podman+crun+priv+cg2-pods-5,k1s,podman,crun,20260413-193444,312202,312202,312202,72906,0,239296,0,92581888,0,4151107584,29377179648,29442220032,65040384
r20260413-fullretest3+podman+crun+priv+cg2-pods-10,k1s,podman,crun,20260413-193610,313968,313968,313968,73230,0,240738,0,186822656,0,4150603776,29285089280,29285040128,49152
r20260413-fullretest3+podman+crun+priv+cg2-rollout-2-during,k1s,podman,crun,20260413-193717,305672,305672,305672,73231,0,232441,0,30195712,0,4150853632,29417447424,29489586176,72138752
r20260413-fullretest3+podman+crun+priv+cg2-rollout-2-post,k1s,podman,crun,20260413-193755,308442,308442,308442,73231,0,235211,0,30195712,0,4151107584,29443903488,29468463104,24559616
r20260413-fullretest3+podman+crun+priv+cg2-rollout-5-during,k1s,podman,crun,20260413-193943,308768,308768,308768,73231,0,235537,0,30187520,0,4150591488,29402857472,29492715520,89858048
r20260413-fullretest3+podman+crun+priv+cg2-rollout-5-post,k1s,podman,crun,20260413-194030,310311,310311,310311,73231,0,237080,0,75485184,0,4151128064,29401243648,29424635904,23392256
r20260413-fullretest3+docker+crun+k1nd-idle,k1s,docker,runc,20260413-194128,142451,142451,142451,92538,47732,2181,0,0,92606464,4151128064,29487828992,29478805504,9023488
r20260413-fullretest3+docker+crun+k1nd-pods-1,k1s,docker,runc,20260413-194201,142693,142693,142693,92782,47732,2179,0,19087360,92676096,4150845440,29345329152,29451378688,106049536
r20260413-fullretest3+docker+crun+k1nd-pods-5,k1s,docker,runc,20260413-194235,142737,142737,142737,92828,47732,2177,0,94355456,92798976,4150865920,29272997888,29347655680,74657792
r20260413-fullretest3+docker+crun+k1nd-pods-10,k1s,docker,runc,20260413-194313,142743,142743,142743,92792,47768,2183,0,192884736,92938240,4151369728,29121175552,29196124160,74948608
r20260413-fullretest3+docker+crun+k1nd-rollout-2-during,k1s,docker,runc,20260413-194354,137980,137980,137980,89995,45720,2265,0,30445568,90849280,4150587392,29329473536,29426626560,97153024
r20260413-fullretest3+docker+crun+k1nd-rollout-2-post,k1s,docker,runc,20260413-194426,137960,137960,137960,89998,45720,2242,0,30445568,90828800,4150853632,29431500800,29420171264,11329536
r20260413-fullretest3+docker+crun+k1nd-rollout-5-during,k1s,docker,runc,20260413-194527,136387,136387,136387,89006,45116,2265,0,76103680,90284032,4150870016,29135691776,29364211712,228519936
r20260413-fullretest3+docker+crun+k1nd-rollout-5-post,k1s,docker,runc,20260413-194559,136382,136382,136382,89024,45116,2242,0,76107776,90284032,4150583296,29314981888,29374664704,59682816
r20260413-fullretest3+k3d+crun+-idle,k3s,docker,runc,20260413-194720,795941,790469,790469,0,0,0,564530,54489088,1539698688,4150865920,28964294656,28799934464,164360192
r20260413-fullretest3+k3d+crun+-pods-1,k3s,docker,runc,20260413-194757,908285,902737,902737,0,71944,0,571030,76242944,1714880512,4150853632,28770541568,28764426240,6115328
r20260413-fullretest3+k3d+crun+-pods-5,k3s,docker,runc,20260413-194843,902828,897320,897320,0,72560,0,571358,157958144,1906364416,4150587392,28689350656,28681256960,8093696
r20260413-fullretest3+k3d+crun+-pods-10,k3s,docker,runc,20260413-194920,919683,914124,914124,0,72364,0,590626,259493888,1922330624,4150865920,28551249920,28557221888,5971968
r20260413-fullretest3+k3d+crun+-rollout-2-during,k3s,docker,runc,20260413-194953,920221,915805,915805,0,72700,0,591144,89686016,2098413568,4150845440,28730208256,28726075392,4132864
r20260413-fullretest3+k3d+crun+-rollout-2-post,k3s,docker,runc,20260413-195024,920458,916069,916069,0,72344,0,594304,92110848,2096807936,4150865920,28721332224,28721704960,372736
r20260413-fullretest3+k3d+crun+-rollout-5-during,k3s,docker,runc,20260413-195116,923741,919329,919329,0,72804,0,592660,158199808,2328485888,4150861824,28624789504,28653924352,29134848
r20260413-fullretest3+k3d+crun+-rollout-5-post,k3s,docker,runc,20260413-195147,925083,920669,920669,0,72780,0,595360,159084544,2328014848,4151103488,28640071680,28653457408,13385728
r20260413-fullretest3+cri+crun+containerd-idle,k1s,cri,crun,20260413-195322,263580,263580,263580,73811,0,189769,0,0,0,4822491136,29466714112,29469786112,3072000
r20260413-k3dverify+k3d+crun+-idle,k3s,podman,crun,20260413-200808,728339,723344,723344,0,0,0,506134,0,1022517248,4822491136,28839321600,28703014912,136306688
r20260413-k3dverify+k3d+crun+-pods-1,k3s,podman,crun,20260413-200832,892210,887132,887132,0,72108,0,555480,0,1389899776,4822786048,28615598080,28658954240,43356160
r20260413-k3dverify+k3d+crun+-pods-5,k3s,podman,crun,20260413-200855,893474,888404,888404,0,71672,0,562984,0,1539207168,4822450176,28559609856,28622569472,62959616
r20260413-k3dverify+k3d+crun+-rollout-2-during,k3s,podman,crun,20260413-200909,908765,905004,905004,0,71984,0,563443,0,1959686144,4822716416,28645462016,28589019136,56442880
r20260413-k3dverify+k3d+crun+-rollout-2-post,k3s,podman,crun,20260413-200922,899703,895968,895968,0,72176,0,569575,0,1941995520,4822450176,28606328832,28636069888,29741056
r20260413-k3dverify2+k3d+crun+-idle,k3s,podman,crun,20260413-201325,786841,781815,781815,0,0,0,557144,0,1385259008,4822716416,28843913216,28618133504,225779712
r20260413-k3dverify2+k3d+crun+-pods-1,k3s,podman,crun,20260413-201345,927160,922083,922083,0,72016,0,584460,19267584,1706975232,4822769664,28617809920,28622872576,5062656
r20260413-k3dverify2+k3d+crun+-pods-5,k3s,podman,crun,20260413-201406,925387,920287,920287,0,73152,0,586468,97054720,1887756288,4822245376,28547014656,28518711296,28303360
r20260413-k3dverify2+k3d+crun+-rollout-2-during,k3s,podman,crun,20260413-201418,939113,935359,935359,0,73096,0,596088,17764352,2088591360,4822249472,28567937024,28599808000,31870976
r20260413-k3dverify2+k3d+crun+-rollout-2-post,k3s,podman,crun,20260413-201429,939774,935991,935991,0,73096,0,596396,29581312,2089172992,4822523904,28578217984,28600422400,22204416
r20260413-criverify2+crun+-idle,k1s,cri,crun,20260413-202010,316077,316077,316077,135050,0,181027,0,0,0,4822192128,29366542336,29408120832,41578496
r20260413-criverify2+crun+-pods-1,k1s,cri,crun,20260413-202028,326531,326531,326531,145384,0,181147,0,18317312,0,4822712320,29296656384,29358596096,61939712
r20260413-criverify2+crun+-pods-5,k1s,cri,crun,20260413-202045,329486,329486,329486,145908,0,183578,0,91086848,0,4822454272,29170450432,29224144896,53694464
r20260413-criverify3+crun+-idle,k1s,cri,crun,20260413-202354,309463,309463,309463,135075,0,174388,0,0,0,4822188032,29337759744,29362442240,24682496
r20260413-criverify3+crun+-pods-1,k1s,cri,crun,20260413-202411,319896,319896,319896,145433,0,174463,0,18194432,0,4822523904,29317705728,29329330176,11624448
r20260413-criverify3+crun+-pods-5,k1s,cri,crun,20260413-202429,322466,322466,322466,146009,0,176457,0,90640384,0,4822523904,29178183680,29243494400,65310720
r20260413-criverify3+crun+-rollout-2-during,k1s,cri,crun,20260413-202447,322494,322494,322494,146781,0,175713,0,30298112,0,4822716416,29196640256,29316390912,119750656
r20260413-criverify3+crun+-rollout-2-post,k1s,cri,crun,20260413-202459,322778,322778,322778,146789,0,175989,0,30298112,0,4822507520,29309825024,29327249408,17424384
r20260413-fullretest4+podman+crun+rootless+cg2-idle,k1s,podman,crun,20260413-202934,83775,83775,83775,79595,0,4180,0,0,0,4822712320,29223641088,29329788928,106147840
r20260413-fullretest4+podman+crun+rootless+cg2-pods-1,k1s,podman,crun,20260413-203008,102228,102228,102228,80201,0,22027,0,19111936,0,4822450176,29245046784,29260873728,15826944
r20260413-fullretest4+podman+crun+rootless+cg2-pods-5,k1s,podman,crun,20260413-203043,167606,167606,167606,80373,0,87233,0,93671424,0,4822507520,28968914944,29066637312,97722368
r20260413-fullretest4+podman+crun+rootless+cg2-pods-10,k1s,podman,crun,20260413-203123,248882,248882,248882,80785,0,168097,0,186036224,0,4822716416,28614397952,28928229376,313831424
r20260413-fullretest4+podman+crun+rootless+cg2-rollout-2-during,k1s,podman,crun,20260413-203205,119241,119241,119241,80789,0,38452,0,30199808,0,4822712320,29102501888,29235343360,132841472
r20260413-fullretest4+podman+crun+rootless+cg2-rollout-2-post,k1s,podman,crun,20260413-203237,118792,118792,118792,80787,0,38005,0,30199808,0,4822769664,29156888576,29228281856,71393280
r20260413-fullretest4+podman+crun+rootless+cg2-rollout-5-during,k1s,podman,crun,20260413-203351,134921,134921,134921,80792,0,54129,0,75481088,0,4822245376,28881956864,29089431552,207474688
r20260413-fullretest4+podman+crun+rootless+cg2-rollout-5-post,k1s,podman,crun,20260413-203423,168089,168089,168089,80793,0,87296,0,75481088,0,4822507520,29041061888,29120864256,79802368
r20260413-fullretest4+podman+crun+priv+cg2-idle,k1s,podman,crun,20260413-203520,265463,265463,265463,79447,0,186016,0,0,0,4822249472,29255417856,29302947840,47529984
r20260413-fullretest4+podman+crun+priv+cg2-pods-1,k1s,podman,crun,20260413-203602,324529,324529,324529,80087,0,244442,0,19087360,0,4822450176,29198659584,29218398208,19738624
r20260413-fullretest4+podman+crun+priv+cg2-pods-5,k1s,podman,crun,20260413-203656,326684,326684,326684,80351,0,246333,0,92766208,0,4822507520,29125337088,29154828288,29491200
r20260413-fullretest4+podman+crun+priv+cg2-pods-10,k1s,podman,crun,20260413-203815,320312,320312,320312,80583,0,239729,0,185061376,0,4822712320,29071306752,29098835968,27529216
r20260413-fullretest4+podman+crun+priv+cg2-rollout-2-during,k1s,podman,crun,20260413-203925,317855,317855,317855,80595,0,237260,0,30199808,0,4822245376,29215825920,29240938496,25112576
r20260413-fullretest4+podman+crun+priv+cg2-rollout-2-post,k1s,podman,crun,20260413-204003,319026,319026,319026,80599,0,238427,0,30199808,0,4822491136,29241663488,29236006912,5656576
r20260413-fullretest4+podman+crun+priv+cg2-rollout-5-during,k1s,podman,crun,20260413-204208,318688,318688,318688,80606,0,238082,0,30216192,0,4822188032,29133971456,29240377344,106405888
r20260413-fullretest4+podman+crun+priv+cg2-rollout-5-post,k1s,podman,crun,20260413-204255,319675,319675,319675,80611,0,239064,0,75505664,0,4822245376,29228167168,29200146432,28020736
r20260413-fullretest4+docker+crun+k1nd-idle,k1s,docker,runc,20260413-204354,142681,142681,142681,92576,47920,2185,0,0,93413376,4822249472,29188427776,29219401728,30973952
r20260413-fullretest4+docker+crun+k1nd-pods-1,k1s,docker,runc,20260413-204427,142846,142846,142846,92726,47920,2200,0,18292736,93491200,4822491136,29109399552,29230825472,121425920
r20260413-fullretest4+docker+crun+k1nd-pods-5,k1s,docker,runc,20260413-204501,142878,142878,142878,92772,47920,2186,0,93302784,93593600,4822245376,29026275328,29139435520,113160192
r20260413-fullretest4+docker+crun+k1nd-pods-10,k1s,docker,runc,20260413-204539,142966,142966,142966,92834,47940,2192,0,191418368,93728768,4822507520,28900872192,28975783936,74911744
r20260413-fullretest4+docker+crun+k1nd-rollout-2-during,k1s,docker,runc,20260413-204620,137517,137517,137517,90021,45252,2244,0,30445568,90992640,4822196224,29068435456,29191483392,123047936
r20260413-fullretest4+docker+crun+k1nd-rollout-2-post,k1s,docker,runc,20260413-204651,137565,137565,137565,90061,45260,2244,0,30445568,90968064,4822712320,29139292160,29196464128,57171968
r20260413-fullretest4+docker+crun+k1nd-rollout-5-during,k1s,docker,runc,20260413-204752,136108,136108,136108,89040,44816,2252,0,76103680,90595328,4822450176,28929056768,29118255104,189198336
r20260413-fullretest4+docker+crun+k1nd-rollout-5-post,k1s,docker,runc,20260413-204824,136105,136105,136105,89037,44816,2252,0,76107776,90591232,4822712320,29061771264,29137547264,75776000
r20260413-fullretest4+k3d+crun+-idle,k3s,docker,runc,20260413-204937,805481,800012,800012,0,0,0,569925,0,1523671040,4822192128,28727291904,28542808064,184483840
r20260413-fullretest4+k3d+crun+-pods-1,k3s,docker,runc,20260413-205021,910220,904645,904645,0,72328,0,578064,19910656,1684373504,4822511616,28512800768,28548558848,35758080
r20260413-fullretest4+k3d+crun+-pods-5,k3s,docker,runc,20260413-205102,915745,910160,910160,0,72652,0,580524,100397056,1874477056,4822245376,28430475264,28454907904,24432640
r20260413-fullretest4+k3d+crun+-pods-10,k3s,docker,runc,20260413-205137,920045,914500,914500,0,72656,0,586196,201740288,1891622912,4822786048,28336197632,28336939008,741376
r20260413-fullretest4+k3d+crun+-rollout-2-during,k3s,docker,runc,20260413-205211,920901,916481,916481,0,72580,0,585688,15929344,2275450880,4822511616,28499083264,28508311552,9228288
r20260413-fullretest4+k3d+crun+-rollout-2-post,k3s,docker,runc,20260413-205242,920328,915889,915889,0,72372,0,587704,34066432,2292862976,4822188032,28483641344,28479229952,4411392
r20260413-fullretest4+k3d+crun+-rollout-5-during,k3s,docker,runc,20260413-205319,918913,914461,914461,0,72344,0,587244,59502592,2284285952,4822450176,28462264320,28425060352,37203968
r20260413-fullretest4+k3d+crun+-rollout-5-post,k3s,docker,runc,20260413-205350,919598,915177,915177,0,72360,0,587488,100716544,2284167168,4823011328,28430614528,28457664512,27049984
r20260413-fullretest4+cri+crun+containerd-idle,k1s,cri,crun,20260413-205504,271532,271532,271532,79716,0,191816,0,0,0,4926836736,29290237952,29305262080,15024128
r20260413-fullretest4+cri+crun+containerd-pods-1,k1s,cri,crun,20260413-205546,277604,277604,277604,85713,0,191891,0,19255296,0,4926853120,29184688128,29231091712,46403584
r20260413-fullretest4+cri+crun+containerd-pods-5,k1s,cri,crun,20260413-205625,276524,276524,276524,85809,0,190715,0,95150080,0,4926574592,29081341952,29141921792,60579840
r20260413-fullretest4+cri+crun+containerd-pods-10,k1s,cri,crun,20260413-205709,278854,278854,278854,84889,0,193965,0,194375680,0,4926853120,29299613696,29257265152,42348544
r20260413-fullretest4+cri+crun+containerd-rollout-2-during,k1s,cri,crun,20260413-205751,274995,274995,274995,84921,0,190074,0,30126080,0,4926853120,29227831296,29349933056,122101760
r20260413-fullretest4+cri+crun+containerd-rollout-2-post,k1s,cri,crun,20260413-205823,265785,265785,265785,84481,0,181304,0,30126080,0,4926836736,29256880128,29338169344,81289216
r20260413-criverify4+crun+-idle,k1s,cri,crun,20260413-210750,251473,251473,251473,74578,0,176895,0,0,0,4927098880,29351788544,29334552576,17235968
r20260413-criverify4+crun+-pods-1,k1s,cri,crun,20260413-210808,261107,261107,261107,84152,0,176955,0,19283968,0,4926836736,29274427392,29295902720,21475328
r20260413-criverify4+crun+-pods-5,k1s,cri,crun,20260413-210826,261966,261966,261966,84400,0,177566,0,91095040,0,4926586880,29118881792,29225676800,106795008
r20260413-criverify4+crun+-rollout-2-during,k1s,cri,crun,20260413-210847,262341,262341,262341,84996,0,177345,0,30117888,0,4926844928,29078470656,29280202752,201732096
r20260413-criverify4+crun+-rollout-2-post,k1s,cri,crun,20260413-210858,262330,262330,262330,85000,0,177330,0,30117888,0,4926853120,29168566272,29297610752,129044480
r20260413-criverify4+crun+-rollout-5-during,k1s,cri,crun,20260413-210920,264781,264781,264781,85036,0,179745,0,75296768,0,4926828544,29034766336,29220495360,185729024
r20260413-criverify4+crun+-rollout-5-post,k1s,cri,crun,20260413-210931,265229,265229,265229,85048,0,180181,0,75300864,0,4926570496,29132754944,29216104448,83349504
r20260413-fullretest5+podman+crun+rootless+cg2-idle,k1s,podman,crun,20260413-211050,83752,83752,83752,79571,0,4181,0,0,0,4927094784,29151248384,29203779584,52531200
r20260413-fullretest5+podman+crun+rootless+cg2-pods-1,k1s,podman,crun,20260413-211124,102139,102139,102139,80217,0,21922,0,17985536,0,4926832640,29100015616,29137432576,37416960
r20260413-fullretest5+podman+crun+rootless+cg2-pods-5,k1s,podman,crun,20260413-211159,167607,167607,167607,80393,0,87214,0,93339648,0,4926849024,28861071360,28975611904,114540544
r20260413-fullretest5+podman+crun+rootless+cg2-pods-10,k1s,podman,crun,20260413-211239,248416,248416,248416,80807,0,167609,0,190795776,0,4926836736,28727812096,28777529344,49717248
r20260413-fullretest5+podman+crun+rootless+cg2-rollout-2-during,k1s,podman,crun,20260413-211335,119361,119361,119361,80817,0,38544,0,30199808,0,4926836736,28971192320,29084618752,113426432
